EUDICOTS - CORE EUDICOTS - ASTERIDS - EUASTERIDS I,Lamiales,VERBENACEAE,VERBENACEAE,Acantholippia,deserticola,(Phil.) Moldenke
EUDICOTS - CORE EUDICOTS - ASTERIDS - EUASTERIDS I,Lamiales,VERBENACEAE,VERBENACEAE,Acantholippia,seriphioides,(A.Gray) Moldenke
