name,Mean 1000 Seed Weiht, ,URL
Aciphylla similis Cheeseman, 1.4183267,http://data.kew.org/sid/SidServlet?ID=45388&Num=HHk
Aciphylla simplex Petrie, 1.40732,http://data.kew.org/sid/SidServlet?ID=45389&Num=KMI
Aciphylla simplicifolia F.Muell. ex Benth., 5.006,http://data.kew.org/sid/SidServlet?ID=31682&Num=DFY
Aciphylla subflabellata W.R.B.Oliv., 3.9612,http://data.kew.org/sid/SidServlet?ID=685&Num=C0m
Acmella caulirhiza Delile, 0.1644,http://data.kew.org/sid/SidServlet?ID=41609&Num=2Qd
Acmella oppositifolia var. oppositifolia, 0.188,http://data.kew.org/sid/SidServlet?ID=31684&Num=34v
Acmella oppositifolia (Lam.) R.K.Jansen var. repens (Walter) R.K.Jansen, 0.1152,http://data.kew.org/sid/SidServlet?ID=41610&Num=365
Acmella uliginosa (Sw.) Cass., 0.098,http://data.kew.org/sid/SidServlet?ID=31685&Num=4Pz
Acomis acoma (F.Muell.) Druce, 0.486,http://data.kew.org/sid/SidServlet?ID=31688&Num=e8N
Acourtia alamanii (DC.) R.M.King & H.Rob., 2.2596,http://data.kew.org/sid/SidServlet?ID=715&Num=i5p
Acourtia coulteri (A.Gray) Reveal & R.M.King, 1.0876,http://data.kew.org/sid/SidServlet?ID=46843&Num=38U
Acourtia dissiticeps (Bacig.) Reveal & R.M.King, 1.4628,http://data.kew.org/sid/SidServlet?ID=46844&Num=C55
Acourtia dugesii (A. Gray) Reveal & King, 1.7988,http://data.kew.org/sid/SidServlet?ID=31696&Num=Wn6
Acourtia microcephala DC., 1.1204,http://data.kew.org/sid/SidServlet?ID=31697&Num=ve2
Acourtia oxylepis (A.Gray) Reveal & R.M.King, 1.95,http://data.kew.org/sid/SidServlet?ID=46845&Num=Np3
Acourtia parryi (A.Gray) Reveal & R.M.King, 0.232,http://data.kew.org/sid/SidServlet?ID=54438&Num=pO5
Acourtia thurberi (A.Gray) Reveal & R.M.King, 0.2548,http://data.kew.org/sid/SidServlet?ID=716&Num=Zme
Acritopappus prunifolius R.M.King & H.Rob., 0.3172,http://data.kew.org/sid/SidServlet?ID=57876&Num=6iO
Acroclinium roseum Hook., 2.5,http://data.kew.org/sid/SidServlet?ID=722&Num=gkI
Actinobole drummondiana P.S.Short, 0.1204,http://data.kew.org/sid/SidServlet?ID=46847&Num=Q7c
Actinobole uliginosum H.Eichler, 0.0596,http://data.kew.org/sid/SidServlet?ID=31279&Num=9Np
Actinolema macrolema Boiss., 5.6,http://data.kew.org/sid/SidServlet?ID=755&Num=khn
Actinotus bellidioides (Hook.f.) Benth., 2.19,http://data.kew.org/sid/SidServlet?ID=59398&Num=1QZ
Actinotus forsythii Maiden & Betche, 0.4188,http://data.kew.org/sid/SidServlet?ID=761&Num=2O7
Actinotus gibbonsii F.Muell., 0.4056,http://data.kew.org/sid/SidServlet?ID=31708&Num=n95
Actinotus helianthi Labill., 2.0072,http://data.kew.org/sid/SidServlet?ID=762&Num=tac
Actinotus leucocephalus Benth., 0.702,http://data.kew.org/sid/SidServlet?ID=31709&Num=d4l
Actinotus minor (Sm.) DC., 0.727,http://data.kew.org/sid/SidServlet?ID=763&Num=tL3
Actinotus rhomboideus (Turcz.) Benth., 1.4364,http://data.kew.org/sid/SidServlet?ID=45390&Num=dgW
Actinotus schwarzii F.Muell., 1.8771429,http://data.kew.org/sid/SidServlet?ID=45391&Num=IYQ
Actinotus suffocatus (Hook.f.) Rodway, 0.3556,http://data.kew.org/sid/SidServlet?ID=45392&Num=0py
Actinotus whicheranus Keighery, 2.3386667,http://data.kew.org/sid/SidServlet?ID=45393&Num=9i3
Adelostigma senegalensis Benth., 0.33,http://data.kew.org/sid/SidServlet?ID=58902&Num=xx7
Adenocaulon bicolor Hook., 5.539,http://data.kew.org/sid/SidServlet?ID=786&Num=r6y
Adenocaulon chilense Less., 5.1128,http://data.kew.org/sid/SidServlet?ID=41612&Num=RcT
Adenophora lilifolia Ledeb., 0.2,http://data.kew.org/sid/SidServlet?ID=790&Num=A3a
Adenophora liliifolia (L.) DC., 0.4318,http://data.kew.org/sid/SidServlet?ID=41357&Num=BBD
Adenophora lobophylla D.Y.Hong, 0.0088,http://data.kew.org/sid/SidServlet?ID=46372&Num=z0f
Adenophora potaninii Korsh., 0.5,http://data.kew.org/sid/SidServlet?ID=791&Num=156
Adenophora remotiflora (Sieber & Zucc.) Miq., 0.37,http://data.kew.org/sid/SidServlet?ID=792&Num=v1V
Adenophora triphylla var. japonica (Regel.) Hara, 0.17,http://data.kew.org/sid/SidServlet?ID=793&Num=O24
Adenophora triphylla (Thunb.) A.DC., 0.396,http://data.kew.org/sid/SidServlet?ID=54190&Num=Ec0
Adenophyllum porophylloides (A.Gray) Strother, 1.1955,http://data.kew.org/sid/SidServlet?ID=794&Num=1mG
Adenophyllum porophyllum (Cav.) Hemsl., 1.0696,http://data.kew.org/sid/SidServlet?ID=795&Num=5g8
Adenophyllum porophyllum (Cav.) Hemsl. var. cancellatum (Cass.) Strother, 0.9992,http://data.kew.org/sid/SidServlet?ID=46849&Num=giu
Adenophyllum speciosum (A.Gray) Strother, 1.4572,http://data.kew.org/sid/SidServlet?ID=46850&Num=3At
Adenostemma caffrum var. longifolium DC., 0.6904,http://data.kew.org/sid/SidServlet?ID=31723&Num=82m
Adenostemma caffrum DC., 0.8464,http://data.kew.org/sid/SidServlet?ID=46851&Num=amz
